,dialog,gameplan_prediction
856,<<Commander>> today you need to slice a tomato <<Instruction>> <<Commander>> clean a plate <<Instruction>> ,Open Fridge -- Pickup Tomato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Pan -- Place StoveBurner -- Open Cabinet -- Pickup SaltShaker -- Place CounterTop -- Pickup Plate -- Close Cabinet -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Plate -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate
857,<<Commander>> Please clean all the cloths <<Instruction>> ,ToggleOff Faucet -- Pickup Cloth -- Place  -- ToggleOn Faucet -- ToggleOff Faucet
858,<<Commander>> make a sandwich <<Instruction>> <<Commander>> toast 2 slices <<Instruction>> <<Commander>> put toast on plate <<Instruction>> ,Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced
859,<<Commander>> Kindly put all pillows on the chair <<Instruction>> ,Pickup Pillow -- Place Chair -- Pickup Pillow -- Place Chair -- Pickup Pillow -- Place Chair
860,<<Commander>> potato needs to be sliced <<Instruction>> <<Commander>> cook the sliced potato in microwave <<Instruction>> <<Commander>> clean the plate <<Instruction>> ,Open Fridge -- Pickup Potato -- Place SideTable -- Pickup Knife -- Slice Potato -- Place SideTable -- Pickup PotatoSliced -- Open Microwave -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup DishSponge -- Place CounterTop -- Pickup Plate -- ToggleOff Faucet
861,<<Commander>> make a salad <<Instruction>> <<Commander>> slice lettuce <<Instruction>> <<Commander>> use the butterknife <<Instruction>> <<Commander>> slice a tomato <<Instruction>> <<Driver>> locate tomato <<Instruction>> <<Commander>> slice potato next <<Instruction>> <<Commander>> slice and cook <<Instruction>> <<Commander>> 1 slice <<Instruction>> <<Commander>> cook the potato slice <<Instruction>> <<Commander>> dont worry about that <<Instruction>> <<Commander>> it goes on a plate <<Instruction>> <<Commander>> doesnt need a bowl to go in the microwave <<Instruction>> <<Commander>> make sure you use that plate <<Instruction>> <<Commander>> place everything on that palte <<Instruction>> <<Commander>> 1 slice of each <<Instruction>> <<Commander>> 1 lettuce 1 tomato <<Instruction>> <<Commander>> place on countertop <<Instruction>> ,ToggleOff Faucet -- Pickup Lettuce -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Pickup PotatoSliced -- Place Bowl -- Pickup Bowl -- Open Microwave -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup Plate -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup LettuceSliced -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop -- Pickup LettuceSliced -- Place Plate
862,<<Commander>> make a salad <<Instruction>> <<Commander>> slice tomatoes first <<Instruction>> <<Commander>> slice <<Instruction>> <<Commander>> 2 slices <<Instruction>> <<Commander>> slice and cook <<Instruction>> <<Commander>> grab potato <<Instruction>> <<Commander>> slice and cook <<Instruction>> <<Commander>> 1 slice <<Instruction>> <<Commander>> slice first <<Instruction>> ,Pickup Knife -- Slice Tomato -- Place DiningTable -- Pickup Plate -- Place Sink -- Pickup Plate -- Place DiningTable -- Open Cabinet -- Open Cabinet -- Pickup Potato -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Tomato -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Potato -- Place Microwave -- Close Microwave -- ToggleOn Microwave
863,<<Commander>> Make a slice of tomato <<Instruction>> <<Commander>> Clean a plate <<Instruction>> <<Commander>> Put two slices of tomato on the plate <<Instruction>> ,Pickup Tomato -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- ToggleOff Faucet -- Pickup Knife -- Slice Tomato -- Slice Bread -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
864,<<Commander>> we need to slice a tomato <<Instruction>> <<Commander>> now we need to clean a plate <<Instruction>> <<Commander>> put 3 slices tomato on plate <<Instruction>> ,Pickup Knife -- Slice Tomato -- Open Cabinet -- Place CounterTop -- Pickup Plate -- ToggleOff Faucet -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup TomatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
865,<<Commander>> Please prepare breakfast <<Instruction>> <<Commander>> Please prepare coffee <<Instruction>> <<Commander>> We need to make a salad <<Instruction>> ,Pickup Mug -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Place CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Mug -- Place CounterTop
866,"<<Commander>> First, slice the bread <<Instruction>> <<Commander>> Next, toast the bread <<Instruction>> <<Commander>> Finally, clean a plate <<Instruction>> ",Open Fridge -- Close Fridge -- ToggleOff Faucet -- Pickup Knife -- Slice Bread -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop
867,<<Commander>> make a slice of lettuce <<Instruction>> <<Commander>> make a slice of tomato using a knife <<Instruction>> <<Commander>> then cook 2 slices of potato slice it using a knife <<Instruction>> ,Pickup ButterKnife -- Slice Lettuce -- Place DiningTable -- Open Fridge -- Pickup Tomato -- Place Fridge -- Pickup Bowl -- Place Fridge -- Pickup Tomato -- Place Plate
868,"<<Commander>> first grab a knife <<Instruction>> <<Commander>> trun left and go straight, its on the small stool <<Instruction>> <<Commander>> bread <<Instruction>> <<Commander>> please turn left , <<Instruction>> bread is in the 2nd rack <<InformationOnObjectDetails>> <<Commander>> please cut the bread with a knife <<Instruction>> <<Commander>> place the bread on the table and slice it <<Instruction>> ",Pickup Knife -- Place DiningTable -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread
869,<<Commander>> I need you to put the pepper shaker in the cabinet <<Instruction>> <<Commander>> I want it in the cabinet under the sink <<Instruction>> ,Pickup PepperShaker -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Place Cabinet
870,<<Commander>> make a salad <<Instruction>> <<Commander>> 1 slice <<Instruction>> ,Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce
871,<<Commander>> Find mug <<Instruction>> <<Commander>> place it in coffee maker <<Instruction>> <<Commander>> No need <<Instruction>> ,Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine
872,<<Commander>> cook 1 slice of potatoe <<Instruction>> <<Commander>> slice potato <<Instruction>> <<Commander>> cook 1 slice <<Instruction>> <<Commander>> place the cooked potato on a plate <<Instruction>> ,Open Fridge -- Pickup Knife -- Close Fridge -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Place CounterTop -- Pickup Potato -- Close Microwave -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Plate
873,<<Commander>> sorry we are making a salad <<Instruction>> <<Commander>> need 2 slices <<Instruction>> ,Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Open Fridge -- Pickup Knife -- Place CounterTop -- Close Fridge -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop -- Pickup LettuceSliced
874,<<Commander>> slice bread first <<Instruction>> <<Commander>> toast bread <<Instruction>> <<Commander>> 2 slices <<Instruction>> <<Commander>> slice tomato next <<Instruction>> ,ToggleOff Faucet -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop
875,<<Commander>> slice bread first <<Instruction>> <<Commander>> toast bread <<Instruction>> <<Commander>> 2 slices <<Instruction>> ,ToggleOff Faucet -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup Bread -- Place CounterTop
876,<<Commander>> clean a bowl <<Instruction>> <<Commander>> actually use the one next 2the sink <<Instruction>> ,Pickup Bowl -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Pickup Knife -- Place CounterTop -- ToggleOff Faucet -- Pickup Bowl -- Place  -- ToggleOn Faucet -- Pickup Bowl -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Tomato
877,<<Commander>> Serve a slice of tomato in a bowl please <<Instruction>> ,Pickup ButterKnife -- Slice Tomato -- Place DiningTable -- Pickup TomatoSliced
878,"<<Commander>> You need to prepare breakfast. <<Instruction>> <<Commander>> First, you need to make coffee. <<Instruction>> <<Commander>> prepare the coffee in a clean mug. <<Instruction>> <<Commander>> Next, you need to prepare a salad. <<Instruction>> <<Commander>> The salad consists of lettuce, tomato and a potato <<Instruction>> <<Commander>> First, you need to get the plate from the center island and clean it. <<Instruction>> <<Commander>> You need to grab the ingredients. <<Instruction>> <<Commander>> OK. Lets try the tomato. <<Instruction>> <<Commander>> Great job. <<FeedbackPositive>> Place tomato on the center island next to plate. <<Instruction>> <<Commander>> Next, grab the potato on the counter to the right of the fridge. <<Instruction>> ",Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Tomato -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Pickup Lettuce -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop
879,<<Commander>> hey can you make me a cup of coffee please? <<Instruction>> ,Pickup Bottle -- Place CounterTop -- Open Cabinet -- Close Cabinet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine
880,"<<Commander>> Hello. <<Greetings/Salutations>> Please make coffe in the mug on the coffee maker. <<Instruction>> <<Commander>> Great. <<FeedbackPositive>> Now retrieve the bread from below the nook and slice with the knife to the left of the sink. <<Instruction>> <<Commander>> Or the one on top is fine <<Instruction>> <<Commander>> Toast 2 slices, please. <<Instruction>> <<Commander>> Great. <<FeedbackPositive>> Now slice the tomato. <<Instruction>> <<Commander>> Then slice the lettuce. <<Instruction>> ",Pickup Mug -- Pour Sink -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Bread -- Place DiningTable -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup TomatoSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced
881,<<Commander>> we need 1 slice of tomato on a plate <<Instruction>> <<Commander>> knife is by the sink so <<InformationOnObjectDetails>> bring the tomato there <<Instruction>> ,Pickup Plate -- Place CounterTop -- Pickup Plate -- Place DiningTable
882,<<Commander>> i need you to slice some lettuce on a plate for me <<Instruction>> <<Commander>> please could you put the lettuce on that plate for me <<Instruction>> ,Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Close Cabinet -- Place CounterTop -- Pickup LettuceSliced -- Place Plate
883,<<Commander>> we need to make a sandwich <<Instruction>> <<Commander>> lets slice some bread <<Instruction>> ,Open Fridge -- Close Fridge -- Open Cabinet -- Open Cabinet -- Pickup Tomato
884,"<<Commander>> First, prepare coffee in a clean mug <<Instruction>> <<Commander>> Next, slice the bread <<Instruction>> <<Commander>> Toast two slices <<Instruction>> ",ToggleOff Faucet -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup ButterKnife -- Slice Bread -- Slice Tomato -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOff Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place DiningTable
885,<<Commander>> can you put 3 alarm clocks on the bed please <<Instruction>> <<Commander>> can you check the drawers for the other 2 please <<Instruction>> ,Open Cabinet -- Pickup AlarmClock -- Place Bed -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Pickup AlarmClock
886,<<Commander>> the tableware is dirty.rinse with water <<Instruction>> <<Commander>> the tableware is dirty.rinse with water <<Instruction>> <<Commander>> clean all of them.4 in total <<Instruction>> ,Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Bread -- Close Microwave -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Fork -- Place Sink -- Pickup ButterKnife -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup ButterKnife -- Place CounterTop -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Bowl -- Place Sink -- Pickup Cup -- Place Sink -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl
887,<<Commander>> Make a slice of tomato <<Instruction>> <<Commander>> Slice potato and cook a slice <<Instruction>> <<Commander>> Slice and cook <<Instruction>> <<Commander>> Slice and Cook <<Instruction>> <<Commander>> Pick a slice and cook <<Instruction>> <<Commander>> Use a pan or a pot <<Instruction>> ,Open Fridge -- ToggleOff Microwave -- Open Microwave -- Pickup Knife -- Slice Tomato -- Place SideTable -- Pickup Knife -- Place SideTable -- Open Drawer -- Open Drawer -- Open Cabinet -- Open Cabinet -- Pickup Potato -- Place SideTable -- Close Drawer -- Close Drawer -- Pickup Knife -- Slice Potato -- Place SideTable -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Pan -- Place StoveBurner -- Pickup PotatoSliced -- Place Pan
